isbn,title,author,year
1594487561,Girl in Translation,Jean Kwok,2010
084394952X,Dark Legend,Christine Feehan,2002
345335708,Castle of Wizardry,David Eddings,1984
316123404,Surface Detail,Iain M. Banks,2010
425197395,The Mediterranean Caper,Clive Cussler,1973
739465511,The Lincoln Lawyer ,Michael Connelly,2005
075280944X,The Last Coyote,Michael Connelly,1995
1599904780,Princess of Glass,Jessica Day George,2010
316068047,The Host,Stephenie Meyer,2008
1439147973,Spider's Bite,Jennifer Estep,2010
042519485X,Undead and Unwed,MaryJanice Davidson,2004
1411608313,Day by Day Armageddon,J.L. Bourne,2004
345475836,Gateway,Frederik Pohl,1977
552148032,King of the Murgos,David Eddings,1988
144242673X,P.S. I Still Love You,Jenny Han,2015
399167838,The Young Elites,Marie Lu,2014
1401204953,We3,"Grant Morrison, Frank Quitely",2005
743243315,Brick Lane,Monica Ali,2003
380820854,"To Sir Phillip, With Love",Julia Quinn,2003
553499114,Illuminae,"Amie Kaufman, Jay Kristoff",2015
141971189X,The Long Haul ,Jeff Kinney,2014
727853414,Exit to Eden,"Anne Rampling, Anne Rice",1985
553418297,The Fold,Peter Clines,2015
310247535,Even Now,Karen Kingsbury,2005
440229081,Skellig,David Almond,1998
747541604,The Gashlycrumb Tinies,Edward Gorey,1963
330369032,Lucky You,Carl Hiaasen,1991
1451629184,A Stolen Life,Jaycee Dugard,2011
743225082,Man and Boy,Tony Parsons,1999
60256656,The Giving Tree,Shel Silverstein,1964
62059939,The Selection,Kiera Cass,2012
140283331,Lord of the Flies ,William Golding,1954
399169520,My Sunshine Away,M.O. Walsh,2015
552154180,The Last Continent,Terry Pratchett,1998
64473457,Castle in the Air,Diana Wynne Jones,1990
316261130,Winter Stroll,Elin Hilderbrand,2015
812984277,Wedding Night,Sophie Kinsella,2013
1442409096,Sever,Lauren DeStefano,2013
816638624,A Single Man,Christopher Isherwood,1964
545424984,The Raven King,Maggie Stiefvater,2016
553295411,Fire Sea,"Margaret Weis, Tracy Hickman",1991
312364423,Night Road,Kristin Hannah,2011
425214435,Eyes of Prey,John Sandford,1991
425213978,Labyrinth,Kate Mosse,2005
1849231842,Rock Chick,Kristen Ashley,2008
7120680,Hallowe'en Party,Agatha Christie,1969
054522490X,The Scorpio Races,Maggie Stiefvater,2011
441013813,Moon Called,Patricia Briggs,2006
451461037,Proven Guilty,Jim Butcher,2006
399155988,Rough Country,John Sandford,2009
743496728,Nineteen Minutes,Jodi Picoult,2007
743466527,Fall on Your Knees,Ann-Marie MacDonald,1996
1451617720,Then Came You,Jennifer Weiner,2010
694011479,The Mixed-Up Chameleon,Eric Carle,1975
7117140,Weaveworld,Clive Barker,1987
1453688935,Switched,Amanda Hocking,2010
1463756976,The Underworld,Jessica Sorensen,2011
142001821,The Passion of Artemisia,Susan Vreeland,2001
1402262272,Catching Jordan,Miranda Kenneally,2011
1931514607,Paradise Kiss 1,Ai Yazawa,2000
671027581,Open Season,Linda Howard,2001
441172695,Dune Messiah ,Frank Herbert,1969
1401324436,Heat Rises,Richard Castle,2011
743294270,Fly Away Home,Jennifer Weiner,2010
441783589,Starship Troopers,Robert A. Heinlein,1959
1937053164,Apollyon,Jennifer L. Armentrout,2013
517223007,From Here to Eternity,James  Jones,1951
755328175,Rumor Has it,Jill Mansell,2009
067172939X,Dark Angel,V.C. Andrews,1986
758216432,Succubus Dreams ,Richelle Mead,2008
006079156X,The Space Between Us,Thrity Umrigar,2006
1402284314,The Paris Architect,Charles Belfoure,2013
385351399,The Circle,Dave Eggers,2013
451224639,Feast of Fools,Rachel Caine,2008
439796636,War Horse,Michael Morpurgo,1982
451239350,Lover at Last,J.R. Ward,2013
425157539,Sudden Prey,John Sandford,1996
553588486,A Game of Thrones,George R.R. Martin,1996
61433012,Nation,Terry Pratchett,2008
316098337,Room,Emma Donoghue,2010
1423121325,Spell Bound,Rachel Hawkins,2012
553573764,Mariana,Susanna Kearsley,1994
62430874,Pretty Girls,Karin Slaughter,2015
1713221,Are You My Mother?,P.D. Eastman,1960
60786469,Love Medicine,Louise Erdrich,1984
312369506,Devil May Cry,Sherrilyn Kenyon,2007
192076920X,Shantaram,Gregory David Roberts,2003
553575422,Luck in the Shadows,Lynn Flewelling,1996
553266306,The Day of the Jackal,Frederick Forsyth,1971
1857984986,The Stainless Steel Rat,Harry Harrison,1961
552992097,The Hotel New Hampshire,John Irving,1981
1501132938,The Woman in Cabin 10,Ruth Ware,2016
679753338,Nobody's Fool,Richard Russo,1993
1414368186,Bridge to Haven,Francine Rivers,2014
61120073,A Tree Grows In Brooklyn ,Betty  Smith,1943
393079988,Great House,Nicole Krauss,2010
440800463,"Ramona Quimby, Age 8",Beverly Cleary,1981
60590319,Fool,Christopher Moore,2009
62377183,Moriarty,Anthony Horowitz,2014
544303164,The Turner House,Angela Flournoy,2015
689869126,The Rivers of Zadaa,D.J. MacHale,2005
000748805X,You Had Me At Hello,Mhairi McFarlane,2012
451458125,Fool Moon ,Jim Butcher,2001
60593083,Quicksilver,Neal Stephenson,2003
670012947,What Happened to Goodbye,Sarah Dessen,2011
425201449,The Body Farm,Patricia Cornwell,1994
743437314,The Merchant of Death,D.J. MacHale,2002
1423194551,The Son of Sobek,Rick Riordan,2013
141014083,The Complete Maus,Art Spiegelman,1986
006173506X,Insatiable,Meg Cabot,2010
399154345,High Noon,Nora Roberts,2007
60512148,Angels,Marian Keyes,2002
915297019,Once a Runner,John L. Parker Jr.,1978
159514398X,A Million Suns ,Beth Revis,2012
125011117X,Behind Her Eyes,Sarah Pinborough,2017
689846231,The Yearling,Marjorie Kinnan Rawlings,1930
60724552,Party Princess,Meg Cabot,2006
312546564,No Mercy,Sherrilyn Kenyon,2010
023070395X,Rhett Butler's People,Donald McCaig,2007
142405787,Scorpia,Anthony Horowitz,2004
449221490,L is for Lawless,Sue Grafton,1994
689857705,Rainbow Boys,Alex   Sanchez,2001
446674575,The Tenth Insight ,James Redfield,1996
446350982,Presumed Innocent,Scott Turow,1986
1400080665,Thunderstruck,Erik Larson,2006
61257095,The Shoemaker's Wife,Adriana Trigiani,2012
385539258,A Little Life,Hanya Yanagihara,2015
034553283X,Glitter and Glue,Kelly Corrigan,2014
399168796,Gathering Prey,John Sandford,2015
802798233,Perfect Chemistry,Simone Elkeles,2008
080508052X,The High King ,Lloyd Alexander,1968
1455503258,The Astronaut Wives Club,Lily Koppel,2013
764200119,When Calls the Heart,Janette Oke,1983
812541626,The Sum of All Men,David Farland,1998
60988649,Lost,"Gregory Maguire, Douglas Smith",2001
446321214,The Naked Face,Sidney Sheldon,1970
330369954,Underworld,Don DeLillo,1997
62380877,This Savage Song,Victoria Schwab,2016
756402697,The Dragonbone Chair,Tad Williams,1988
525478817,The Fault in Our Stars,John Green,2012
1450595987,Tiger's Voyage,Colleen Houck,2011
684853159,The Wasp Factory,Iain Banks,1984
446614459,Split Second,David Baldacci,2003
380820889,Blindsighted,Karin Slaughter,2001
1442435003,Since You've Been Gone,Morgan Matson,2014
671876465,Mirror Dance,Lois McMaster Bujold,1994
670021474,Angelology,Danielle Trussoni,2010
316074152,Blameless,Gail Carriger,2010
156030373,L'isola del giorno prima,Umberto Eco,1994
142002054,Diamonds are Forever,Ian Fleming,1956
62076116,Up From the Grave ,Jeaniene Frost,2014
1841493341,Singularity Sky,Charles Stross,2003
451217454,Waiting to Exhale,Terry McMillan,1992
1580495869,The Red Badge of Courage,Stephen Crane,1871
1841497975,River Marked,Patricia Briggs,2011
446577391,Stone Cold,David Baldacci,2007
60090383,Rachel's Holiday,Marian Keyes,1997
031262168X,The Book of Shadows,Paula Brackston,1991
1841150509,The Patron Saint of Liars,Ann Patchett,1992
739377728,Sizzling Sixteen,Janet Evanovich,2009
553381342,The Bonfire of the Vanities,Tom Wolfe,1987
2264022442,Paddy Clarke Ha Ha Ha,Roddy Doyle,1993
345807952,Mad About the Boy,Helen Fielding,2013
670021679,My Name Is Mary Sutter,Robin Oliveira,2010
316921173,Infinite Jest,David Foster Wallace,1996
765354063,The Ghost Brigades,John Scalzi,2006
441013465,Another Fine Myth,Robert Lynn Asprin,1978
140679239X,To The Lighthouse ,Virginia Woolf,1927
312656289,Heaven,Alexandra Adornetto,2012
441015271,Captain's Fury,Jim Butcher,2007
1416974520,"Night World, No. 3",L.J. Smith,2009
439050227,David Gets in Trouble,David Shannon,2002
1476731535,Beautiful Stranger,Christina Lauren,2013
425212033,Grave Surprise,Charlaine Harris,2006
345496876,Empire of Ivory,Naomi Novik,2007
097915930X,The Lace Reader,Brunonia Barry,2006
039515023X,Curious George,H.A. Rey,1941
749932775,Dance Upon The Air,Nora Roberts,2001
812997530,Hausfrau,Jill Alexander Essbaum,2015
140089225,The Bone People,Keri Hulme,1984
675093244,A Rose for Emily,William Faulkner,1930
044669567X,Strip Tease,Carl Hiaasen,1993
64440206,Frog and Toad Are Friends,Arnold Lobel,1970
689865384,Uglies,Scott Westerfeld,2005
553582461,Fool's Fate,Robin Hobb,2003
61138010,"White Witch, Black Curse",Kim Harrison,2009
044900483X,Children of God,Mary Doria Russell,1998
446604844,Total Control,David Baldacci,1996
449213447,The Chosen,Chaim Potok,1967
075283455X,Terms of Endearment,Larry McMurtry,1975
684815001,Nachfolge,Dietrich Bonhoeffer,1937
676979564,The Virgin Cure,Ami McKay,2011
142002070,"From Russia, with Love",Ian Fleming,1957
547152604,Okay for Now,Gary D. Schmidt,2011
375724370,Anil's Ghost,Michael Ondaatje,2000
316036196,Fang,James Patterson,2010
8176210773,You Can Heal Your Life,Louise L. Hay,1984
184243022X,Still Life with Woodpecker,Tom Robbins,1980
1434764338,Waterfall,Lisa Tawn Bergren,2011
345396553,Ilse Witch ,Terry Brooks,2000
042524413X,The Lost Wife,Alyson Richman,2011
689840349,Greenwitch,Susan Cooper,1974
440236703,Tell No One,Harlan Coben,2001
1937053148,Deity,Jennifer L. Armentrout,2012
307596850,Girls in White Dresses,Jennifer Close,2011
1500607533,Debt Inheritance,Pepper Winters,2014
553816713,The Notebook,Nicholas Sparks,1996
553582747,From the Corner of His Eye,Dean Koontz,2000
60959037,Prodigal Summer,Barbara Kingsolver,2000
152802177,Stellaluna,Janell Cannon,1993
1560974273,Ghost World,Daniel Clowes,1998
812968972,The Birth of Venus,Sarah Dunant,2003
312934327,Sins of the Night,Sherrilyn Kenyon,2005
399156577,The Search,Nora Roberts,2010
743271327,Brokeback Mountain,Annie Proulx,1997
425198731,Blow Fly,Patricia Cornwell,2003
1439102759,Lone Wolf,Jodi Picoult,2012
61996181,Hallowed,Cynthia Hand,2012
963192566,Servant of the Bones,Anne Rice,1996
199291152,The Selfish Gene,Richard Dawkins,1976
61015725,Prey,Michael Crichton,2002
739464469,The Line of Beauty,Alan Hollinghurst,2004
385339410,Hannibal Rising,Thomas Harris,2006
375760385,The Source,James A. Michener,1965
1565125967,A Reliable Wife,Robert Goolrick,2009
752864327,The Bourne Identity,Robert Ludlum,1980
345496574,The Evolutionary Void,Peter F. Hamilton,2009
451461894,Small Favor,Jim Butcher,2008
142000663,The Grapes of Wrath,John Steinbeck,1939
575077026,Ringworld,Larry Niven,1970
345339738,The Return of the King,J.R.R. Tolkien,1955
545040566,Being Nikki,Meg Cabot,2009
006074457X,Dawn,Erin Hunter,2005
988393506,Losing It,Cora Carmack,2012
1860498809,The Blind Assassin,Margaret Atwood,2000
1616203048,Descent,Tim Johnston,2015
1594200823,The Omnivore's Dilemma,Michael Pollan,2006
380803267,King of Foxes,Raymond E. Feist,2003
044657449X,Eternal Rider,Larissa Ione,2011
439858054,The Other Side of Dawn,John Marsden,1999
031612611X,The Diviners,Libba Bray,2012
739418378,Valley of the Dolls,Jacqueline Susann,1966
059039696X,Shatterglass,Tamora Pierce,2003
446603775,Dawn,Octavia E. Butler,1987
330418874,Boy Meets Girl,Meg Cabot,2004
99465639,The Grand Sophy,Georgette Heyer,1950
7325983,Mortal Coil,Derek Landy,2010
451188462,Desperation,Stephen King,1996
547251270,A Long Walk to Water,Linda Sue Park,2010
671877836,Honor Among Enemies,David Weber,1996
316187712,Heir of Novron,Michael J. Sullivan,2012
752876813,The Copper Beech,Maeve Binchy,1992
553565079,Forward the Foundation,Isaac Asimov,1993
316334529,The Rumor,Elin Hilderbrand,2015
60809086,Strong Poison,Dorothy L. Sayers,1930
440236738,Gone for Good,Harlan Coben,2002
385341962,Genesis,Karin Slaughter,2009
441014895,Magic Bites,Ilona Andrews,2007
689840926,Hatchet,Gary Paulsen,1986
441017150,Dead and Gone,Charlaine Harris,2009
1405258217,Code Name Verity,Elizabeth Wein,2012
1606841440,Hourglass,Myra McEntire,2011
316187747,Theft of Swords,Michael J. Sullivan,2011
316097772,Dare Me,Megan Abbott,2012
312370156,The Compound,S.A. Bodeen,2008
545135702,The Sword Thief,Peter Lerangis,2009
763655988,I Want My Hat Back,Jon Klassen,2011
330449605,The Forgotten Garden,Kate Morton,2008
316767727,Nine Stories,J.D. Salinger,1953
62268341,Yes Please,Amy Poehler,2014
60838728,Bel Canto,Ann Patchett,2001
718154959,Blue Monday,Nicci French,2011
000710653X,Charmed Life ,Diana Wynne Jones,1977
446569895,I Am Ozzy,"Ozzy Osbourne, Chris Ayres",2009
743294386,Devil Bones,Kathy Reichs,2008
930452895,Driving Miss Daisy,Alfred Uhry,1986
1414310560,The Negotiator,Dee Henderson,2000
1455807044,The Perfect Hope,Nora Roberts,2012
061870986X,In the Lake of the Woods,Tim O'Brien,1994
034553364X,Trapped ,Kevin Hearne,2012
60577371,Physik,"Angie Sage, Mark Zug",2007
141184272,Orlando: A Biography,Virginia Woolf,1928
812515285,A Fire Upon The Deep,Vernor Vinge,1992
743299841,Day After Night,Anita Diamant,2009
399155341,The Help,Kathryn Stockett,2009
451463722,Mercy Blade,Faith Hunter,2011
039925482X,Nightshade,Andrea Cremer,2010
1573226521,The Beach,Alex Garland,1996
1416918736,Private,Kate Brian,2006
1250014522,Calling Me Home,Julie Kibler,2012
803738552,Counting by 7s,Holly Goldberg Sloan,2013
446528056,Dear John,Nicholas Sparks,2006
142000655,East of Eden  ,John Steinbeck,1952
385341636,Faefever,Karen Marie Moning,2008
670061050,Just Listen,Sarah Dessen,2006
312424094,Housekeeping,Marilynne Robinson,1980
60757639,Forest Mage,Robin Hobb,2006
141439882,Cranford,Elizabeth Gaskell,1853
756401933,First Rider's Call,Kristen Britain,2003
451211472,Night over Water,Ken Follett,1991
61767581,L.A. Candy,Lauren Conrad,2009
307277712,Everyman,Philip Roth,2006
553582933,Winter Moon,Dean Koontz,1993
446500038,Kushiel's Justice,Jacqueline Carey,2007
140621318,The Prisoner of Zenda,Anthony Hope,1894
515126772,Jewels of the Sun,Nora Roberts,1999
590554115,Briar's Book,Tamora Pierce,1999
425241505,Dragon bound,Thea Harrison,2011
749748001,The Enchanted Wood,Enid Blyton,1939
393318486,How the Mind Works,Steven Pinker,1997
385732554,The Giver,Lois Lowry,1993
743453964,Executive Power,Vince Flynn,2003
743269268,The Virgin's Lover,Philippa Gregory,2004
425270696,Magic Binds,Ilona Andrews,2016
440975344,Rumble Fish,S.E. Hinton,1975
60608528,Gemeinsames Leben,Dietrich Bonhoeffer,1939
525953507,The Stranger,Harlan Coben,2015
671042572,Jewel (Oprah's Book Club) ,Bret Lott,1991
679879242,Northern Lights,Philip Pullman,1995
038531387X,Deliverance,James Dickey,1970
316043893,The Castaways,Elin Hilderbrand,2009
676977731,The Birth House,Ami McKay,2006
7158475,Fox in Socks,Dr. Seuss,1965
385611072,I Shall Wear Midnight,Terry Pratchett,2010
316219126,The Autumn Republic ,Brian  McClellan,2015
385344406,Iced,Karen Marie Moning,2012
345544927,Leaving Time,Jodi Picoult,2014
009959241X,The Moor's Last Sigh,Salman Rushdie,1995
330311735,One,Richard Bach,1988
874778883,Sieben Jahre in Tibet,Heinrich Harrer,1952
452298385,Blackberry Winter,Sarah Jio,2012
312181108,I Capture the Castle,Dodie Smith,1948
159514322X,The Ruby Circle,Richelle Mead,2015
399158278,Taken,Robert Crais,2012
446699454,"Between, Georgia",Joshilyn Jackson,2006
345497457,Shugo Chara! 1 (Shugo Chara!),Peach-Pit,2006
807083690,Kindred,Octavia E. Butler,1979
61345695,Rumors,Anna Godbersen,2008
451412354,Lover Revealed,J.R. Ward,2007
61726818,Before I Fall,Lauren Oliver,2010
553119222,Death on the Nile,Agatha Christie,1937
192833596,Great Expectations,Charles Dickens,1860
446696129,The Rescue,Nicholas Sparks,2000
743484274,The Cradle Will Fall,Mary Higgins Clark,1980
765354942,Relic,"Douglas Preston, Lincoln Child",1995
425267067,Fever,Maya Banks,2013
573613311,The Odd Couple,Neil Simon,1965
052595158X,Caught,Harlan Coben,2010
006098824X,Getting Over It,Anna Maxted,2000
356501507,The Hydrogen Sonata,Iain M. Banks,2012
1841494186,Matter,Iain M. Banks,2008
553575376,Excession,Iain M. Banks,1996
1430300612,My Stroke of Insight,Jill Bolte Taylor,2006
312555113,The Chosen One,Carol Lynch Williams,2009
385533853,Robopocalypse,Daniel H. Wilson,2011
553214322,The Island of Dr. Moreau,H.G. Wells,1896
141301066,Matilda,"Roald Dahl, Quentin Blake",1988
446695661,Double Whammy,Carl Hiaasen,1987
812974018,Black Swan Green,David Mitchell,2006
61259349,Secrets of a Summer Night,Lisa Kleypas,2004
1842430351,Jitterbug Perfume,Tom Robbins,1984
316018600,A Summer Affair,Elin Hilderbrand,2008
312990960,The Book of Illusions,Paul Auster,2002
60987049,Microserfs,Douglas Coupland,1995
312577206,Home Front,Kristin Hannah,2012
553258478,Exodus,Leon Uris,1958
1442402008,Nevermore,Kelly Creagh,2010
60534052,A Faint Cold Fear,Karin Slaughter,2003
451209303,The Unlikely Spy,Daniel Silva,1996
515142883,Holding the Dream,Nora Roberts,1996
316036064,How to Save a Life,Sara Zarr,2011
1439187312,The Walk,Richard Paul Evans,2010
1476789630,Luckiest Girl Alive,Jessica Knoll,2015
140169300,Angle of Repose,Wallace Stegner,1971
345330137,Double Star,Robert A. Heinlein,1956
399252517,Brown Girl Dreaming,Jacqueline Woodson,2014
142002801,Berlin: The Downfall 1945,Antony Beevor,1998
1501101536,Manwhore,Katy Evans,2015
425203891,Hideaway,Dean Koontz,1992
081297235X,Prep,Curtis Sittenfeld,2005
141699792X,A World Without Heroes,Brandon Mull,2011
765319853,Little Brother,Cory Doctorow,2008
330419641,Absolute Power,David Baldacci,1995
375761411,Texas,James A. Michener,1985
067155302X,Harvest ,Tess Gerritsen,1996
312591829,Another Piece of My Heart,Jane Green,2012
192838628,The Forsyte Saga,John Galsworthy,1921
671704656,Treasure,Clive Cussler,1988
1250049377,Landline,Rainbow Rowell,2014
473235501,Love & Misadventure,Lang Leav,2013
067972477X,"I, Claudius",Robert Graves,1934
91940737,How to Be a Woman,Caitlin Moran,2011
2290011150,Alien,Alan Dean Foster,1979
385339593,The Summons,John Grisham,2002
758266944,Kiss of Frost,Jennifer Estep,2011
446364800,The General's Daughter,Nelson DeMille,1992
307098222,Betty Crocker's Cookbook,Betty Crocker,1969
1682305031,Broken prince,Erin Watt,2016
767904427,Going After Cacciato,Tim O'Brien,1978
375421874,The Minority Report,Philip K. Dick,1956
749934085,Immortal in Death ,J.D. Robb,1996
1400063841,Last Night in Twisted River,John Irving,2009
842382895,Return,"Karen Kingsbury, Gary Smalley",2003
446564087,Deliver Us From Evil,David Baldacci,2010
393312801,The Acid House,Irvine Welsh,1994
60584025,Metro Girl,Janet Evanovich,2004
399153357,The Messenger,Daniel Silva,2006
1476712980,Walking Disaster,Jamie McGuire,2013
670020486,The Piano Teacher,Janice Y.K. Lee,2008
1442422017,The Pledge,Kimberly Derting,2011
385337930,A Painted House,John Grisham,2001
140620613,The Turn of the Screw,Henry James,1898
425247546,Kiss the Dead,Laurell K. Hamilton,2012
385340605,Deal Breaker,Harlan Coben,1995
